Time Created: 11/10/2020 7:51:01 PM
-----New Entry: 11/10/2020 7:51:01 PM-----

******************* Parameters *******************
predictVelocity: True
noiseDampening: False
MaxNoise: 0
chanceToLoseFrame: 0
velocityMaxDegreeChange: 0.01




Test 1: corners with velocity 

Entry,Acc,AvgDistance,Velocity

180:,100.000,0.088,(0.0, 0.3, 0.0)
200:,100.000,0.086,(0.0, 0.2, 0.0)
0:,45.500,4.265,(0.0, 0.2, 0.0)
20:,100.000,0.085,(0.0, 0.2, 0.0)
40:,100.000,0.075,(0.0, -0.4, 0.0)
60:,100.000,0.056,(0.0, -0.3, 0.0)
80:,100.000,0.058,(0.0, -0.3, 0.0)
100:,100.000,0.068,(0.0, 0.0, 0.0)
120:,100.000,0.074,(0.0, 0.0, 0.0)
140:,100.000,0.074,(0.0, 0.0, 0.0)
-----New Entry: 11/10/2020 7:58:28 PM-----

******************* Parameters *******************
predictVelocity: False
noiseDampening: False
MaxNoise: 0
chanceToLoseFrame: 0
velocityMaxDegreeChange: 0.01




Test : straight line no velocity 

Entry,Acc,AvgDistance,Velocity

20:,0.000,10.228,(0.0, 0.0, 0.0)
40:,0.000,9.831,(1.7, 0.0, 2.2)
60:,0.000,7.828,(3.0, 0.0, 4.5)
80:,0.000,6.219,(4.0, 0.0, 6.6)
100:,0.000,8.888,(2.8, 0.0, 8.6)
120:,70.000,0.995,(0.5, -0.1, 9.6)
140:,0.000,0.779,(-1.6, 0.0, 8.7)
160:,55.000,0.341,(0.0, 0.0, 0.0)
180:,100.000,0.105,(0.0, 0.0, 0.0)
200:,100.000,0.105,(0.0, 0.0, 0.0)
0:,32.500,4.532,(0.0, 0.0, 0.0)
20:,100.000,0.105,(0.0, 0.0, 0.0)
40:,100.000,0.105,(0.0, 0.0, 0.0)
60:,100.000,0.105,(0.0, 0.0, 0.0)
80:,100.000,0.105,(0.0, 0.0, 0.0)
100:,100.000,0.105,(0.0, 0.0, 0.0)
120:,100.000,0.105,(0.0, 0.0, -0.9)
140:,100.000,0.148,(0.0, 0.0, -3.6)
160:,100.000,0.254,(-0.2, 0.0, -6.1)
180:,100.000,0.430,(-0.3, 0.0, -7.5)
200:,70.000,0.623,(-0.3, 0.0, -7.5)
0:,97.000,0.209,(-0.3, 0.0, -7.5)
20:,0.000,0.868,(-0.2, 0.0, -7.5)
40:,0.000,0.953,(-0.1, 0.0, -7.8)
60:,40.000,0.717,(0.0, 0.0, -7.6)
80:,100.000,0.496,(0.1, 0.0, -7.6)
100:,100.000,0.339,(0.9, 0.0, 0.2)
120:,100.000,0.144,(0.8, -0.3, 0.1)
140:,100.000,0.116,(0.0, 0.0, 0.0)
160:,100.000,0.105,(0.0, 0.0, 0.0)
180:,100.000,0.105,(0.0, 0.0, 0.0)
-----New Entry: 11/10/2020 7:59:13 PM-----

******************* Parameters *******************
predictVelocity: True
noiseDampening: False
MaxNoise: 0
chanceToLoseFrame: 0
velocityMaxDegreeChange: 0.01




Test : straight line with velocity 

Entry,Acc,AvgDistance,Velocity

20:,0.000,10.228,(0.0, 0.0, 0.0)
40:,0.000,10.099,(1.5, 0.0, 1.3)
60:,0.000,8.822,(3.0, -0.6, 3.5)
80:,0.000,7.187,(4.3, -0.5, 5.6)
100:,0.000,9.080,(3.6, 0.0, 7.3)
120:,0.000,9.485,(2.1, 0.0, 9.1)
140:,65.000,0.375,(1.3, 0.0, 9.3)
160:,10.000,0.124,(0.4, 0.0, 0.0)
180:,100.000,0.130,(0.2, 0.0, 0.0)
200:,100.000,0.125,(0.0, 0.0, 0.0)
0:,27.500,5.565,(0.0, 0.0, 0.0)
20:,100.000,0.125,(0.0, 0.0, 0.0)
40:,100.000,0.125,(0.0, 0.0, 0.0)
60:,100.000,0.125,(0.0, 0.0, 0.0)
80:,100.000,0.125,(0.0, 0.0, 0.0)
100:,100.000,0.125,(0.0, 0.0, 0.0)
120:,100.000,0.125,(-1.2, 0.0, -0.4)
140:,100.000,0.118,(-2.2, 0.0, -0.2)
160:,100.000,0.108,(-2.0, 0.0, -0.2)
180:,100.000,0.101,(0.0, 0.0, 0.0)
200:,100.000,0.099,(0.0, 0.0, 0.0)
0:,100.000,0.118,(0.0, 0.0, 0.0)
